sessel,WORK
telefon,WORK
maus,WORK
pflanze,WORK
licht,WORK
bleistift,WORK
lampe,WORK
tisch,WORK
schublade,WORK
email,WORK
pause,WORK
kaffee,WORK
aufgaben,WORK
bericht,WORK
dateien,WORK
kopierer,WORK
drucker,WORK
ordner,WORK
chef,WORK
praktikant,WORK
pendeln,WORK
kunde,WORK
büro,WORK
stress,WORK
manager,WORK
dokument,WORK
notebook,WORK
computer,WORK
besprechung,WORK
projekt,WORK
kollege,WORK
arbeitsplatz,WORK
überstunden,WORK
konferenz,WORK
teamarbeit,WORK
beförderung,WORK
unternehmen,WORK
mitarbeiter,WORK
benefits,WORK
urlaub,WORK
feiertag,WORK
frist,WORK
arbeitsbelastung,WORK
überlastung,WORK
präsentation,WORK
kollaboration,WORK
multitasking,WORK
telearbeit,WORK
brainstorming,WORK
büroräume,WORK
mikromanagement,WORK
interessenvertreter,WORK
unternehmer,WORK
produktivität,WORK
motivation,WORK
verhandlung,WORK
organization,WORK
professionell,WORK
leistung,WORK
kommunikation,WORK
optimierung,WORK
termin,WORK
tastatur,WORK
bildschirm,WORK
tagesordnung,WORK
kalendar,WORK
whiteboard,WORK
highlight,WORK
spreadsheet,WORK
scanner,WORK
bulletin,WORK
vertrag,WORK
gehalt,WORK
software,WORK
uhrzeit,WORK

grüßen,EMAIL
besprechung,EMAIL
zeitplan,EMAIL
dringend,EMAIL
anlage,EMAIL
erinnerung,EMAIL
frist,EMAIL
bestätigung,EMAIL
antwort,EMAIL
krankenstand,EMAIL
empfänger,EMAIL
weiterleiten,EMAIL
beantworten,EMAIL
posteingang,EMAIL
entwurf,EMAIL
vorlage,EMAIL
carboncopy,EMAIL
postfach,EMAIL
ungelesen,EMAIL

voicemail,PHONE
rezeption,PHONE
warteschleife,PHONE
lautsprecher,PHONE
stumm,PHONE
läuten,PHONE
ablehnen,PHONE
ignorieren,PHONE
antworten,PHONE
wählen,PHONE
sprechanlage,PHONE
auflegen,PHONE
weiterleiten,PHONE
lautlos,PHONE
trennen,PHONE
tastenfeld,PHONE

anleitung,JUNIOR
beratung,JUNIOR
erklären,JUNIOR
unterstützen,JUNIOR
mentoring,JUNIOR
frage,JUNIOR
assistieren,JUNIOR
rückmeldung,JUNIOR
anweisen,JUNIOR
genehmigen,JUNIOR
ausbilden,JUNIOR
delegieren,JUNIOR
erlaubnis,JUNIOR
berichten,JUNIOR
